model,doc_index,order,hypothesis,gold_evidence_ids,free_first_partial_and_tight_final_ids,free_feedback_calls,free_exact_feedback_seen,free_trace,tight_trace
qwen3.8-2.4t-a95b-fp8,0,2,nda-12,"[63, 67]",[67],3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_0_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8c981b69e9a87e329e4a45be4bd8ccdcbe75e7391ff040acd3b9ccdc1476bc0f/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_0_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-19,"[31, 32, 62]",[62],4,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-8,"[37, 39]",[39],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-12,"[24, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-2,"[19, 20, 23]",[23],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-13,"[24, 27]",[27],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,8,2,nda-4,"[31, 33]",[33],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_1e770a2d2ebbe698a936acb0eceed734465ddcad7a36574f28b5adb32c3614c0/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56b5ef62a1aa6042132eaf39648c23ef086025e34a3a93c1f1885e129eb08bd0/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,11,1,nda-3,"[11, 12]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_3000ecfff69a15a395ad7410417152c6fbeedddf05466b8447f5fd49ca6e07ea/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e35d012901fbcb3cbe0da7742c0825f1be8321ce7d9f634a091da8825480d285/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,11,1,nda-15,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_3000ecfff69a15a395ad7410417152c6fbeedddf05466b8447f5fd49ca6e07ea/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e35d012901fbcb3cbe0da7742c0825f1be8321ce7d9f634a091da8825480d285/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,11,1,nda-19,"[26, 28]",[26],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_3000ecfff69a15a395ad7410417152c6fbeedddf05466b8447f5fd49ca6e07ea/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_11_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_e35d012901fbcb3cbe0da7742c0825f1be8321ce7d9f634a091da8825480d285/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_11_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,12,0,nda-4,"[32, 35]",[35],12,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_34c71c4bbbe7466b9141ce544578480b542c25d85d01b19c9d7bdcf162fcdba5/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56979058f810446aba6fd4e21d19faeb585aac293ce06c9878988b7df60f7418/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,12,0,nda-12,"[25, 29]",[29],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_34c71c4bbbe7466b9141ce544578480b542c25d85d01b19c9d7bdcf162fcdba5/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56979058f810446aba6fd4e21d19faeb585aac293ce06c9878988b7df60f7418/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,12,0,nda-7,"[32, 34]",[34],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_34c71c4bbbe7466b9141ce544578480b542c25d85d01b19c9d7bdcf162fcdba5/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56979058f810446aba6fd4e21d19faeb585aac293ce06c9878988b7df60f7418/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,12,0,nda-5,"[32, 34]",[34],1,0,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_34c71c4bbbe7466b9141ce544578480b542c25d85d01b19c9d7bdcf162fcdba5/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56979058f810446aba6fd4e21d19faeb585aac293ce06c9878988b7df60f7418/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,6,2,nda-12,"[24, 31]",[31],4,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_364eeca6348454f7c2412a231464fbb83f7d48a93953d37bd94a8643ae3e55e8/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_99532b70ee8fbabe003de6d65a68f006a14f071000e6e1a3491bacb2bfffa994/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,6,2,nda-13,"[24, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_364eeca6348454f7c2412a231464fbb83f7d48a93953d37bd94a8643ae3e55e8/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_99532b70ee8fbabe003de6d65a68f006a14f071000e6e1a3491bacb2bfffa994/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,6,2,nda-5,"[15, 18, 19, 20, 36]","[18, 19, 20]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_364eeca6348454f7c2412a231464fbb83f7d48a93953d37bd94a8643ae3e55e8/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_99532b70ee8fbabe003de6d65a68f006a14f071000e6e1a3491bacb2bfffa994/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,6,2,nda-4,"[15, 17]",[17],1,0,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_364eeca6348454f7c2412a231464fbb83f7d48a93953d37bd94a8643ae3e55e8/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_99532b70ee8fbabe003de6d65a68f006a14f071000e6e1a3491bacb2bfffa994/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,7,2,nda-17,"[24, 25]",[25],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_3b1b156ce09b14f165c0df986b0f3187d24f0299ce5e05cd4de9b495c6a37bcf/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_7_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_36ecca34c8dd2c537e3d65cd99422337526537f51ec5a99052ef75d5607ba50d/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_7_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,1,2,nda-13,"[33, 36, 64]",[64],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_1_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_fdef46535c1ffb2ff078d06cb454ee1fb1a58c0fade0750e6f503e70f299ba6e/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_1_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,4,0,nda-2,"[12, 13]",[12],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_7b81254424c1d32252a3650be10feeb1566421d889e9e4f01e48434f72aa057c/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_4_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_3fa38a0076b9bab2a42cedb58fdfa31780113d907c72cf8b126edaccffe41ecd/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_4_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,10,2,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_7bcaabb295d97e8b90cdd6c1462fe9a7ff3f803edfbf8dc880a1b89b7fdd1835/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9715430fd7f7c89011faa4a661ccf7f68de6e6dbcadb3d8590e7b05a80b7859d/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r2_s2202.json
qwen3.8-2.4t-a95b-fp8,0,0,nda-4,"[44, 49, 50, 53]","[44, 53]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_7cf675836e4bdf7f331ac6fd0e657f352dec4ddc5d1e76010fecce545d515ee8/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_0_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_0bbf0ba486d3f68e7e33af3158ee58f451b079f361d9fbcdbb194d7f81d08671/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_0_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,6,0,nda-4,"[15, 17]",[17],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8084112b7d9166253907e190bcfb988c2150ccb464dc6e3bb72eef18cae3a9dc/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_a29fc1104939df89fe4c6a93755c001171d305a39eb6ef76871d89a8c2da14f9/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,6,0,nda-12,"[24, 31]",[31],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8084112b7d9166253907e190bcfb988c2150ccb464dc6e3bb72eef18cae3a9dc/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_a29fc1104939df89fe4c6a93755c001171d305a39eb6ef76871d89a8c2da14f9/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,6,0,nda-13,"[24, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8084112b7d9166253907e190bcfb988c2150ccb464dc6e3bb72eef18cae3a9dc/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_a29fc1104939df89fe4c6a93755c001171d305a39eb6ef76871d89a8c2da14f9/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,6,0,nda-5,"[15, 18, 19, 20, 36]","[18, 19, 20]",3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8084112b7d9166253907e190bcfb988c2150ccb464dc6e3bb72eef18cae3a9dc/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_a29fc1104939df89fe4c6a93755c001171d305a39eb6ef76871d89a8c2da14f9/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_6_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,10,0,nda-4,"[43, 45]",[45],6,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_89bc1ecbebc2b6519e60456d467aa83a55f6137f75428b12fd401c15cb604aab/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56c9eaadcfe4225aff9edd221924b81fd466097e9ab1a8f5e9eff2b98a16a89e/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,10,0,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_89bc1ecbebc2b6519e60456d467aa83a55f6137f75428b12fd401c15cb604aab/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_56c9eaadcfe4225aff9edd221924b81fd466097e9ab1a8f5e9eff2b98a16a89e/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,12,1,nda-13,"[25, 28]",[28],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8aacc1dcf97a85139898d1a1133394b94b923b247638c3670cdfcef480205e2b/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_7229805476dcf872371dde5029880ca160615581e7dcbd5bcc7ca0c3625f8523/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,12,1,nda-4,"[32, 35]",[35],6,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8aacc1dcf97a85139898d1a1133394b94b923b247638c3670cdfcef480205e2b/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_12_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_7229805476dcf872371dde5029880ca160615581e7dcbd5bcc7ca0c3625f8523/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_12_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,1,1,nda-13,"[33, 36, 64]",[64],3,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_1_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_ecfff9e6b24052d31e23cd8cedcbd1ca9d6ff012c5eff9e70fb295c57788a88b/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_1_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,9,0,nda-4,"[16, 18]",[18],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_94ff169eee1974a80fd77186d6e93852691b0c8edcbce290f8474664b0b97890/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_021ebdfc55cbd46789614d7fcdd9ebc141b7ec97d33c122b8994f3249b9e9962/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,9,0,nda-19,"[16, 17, 64]",[64],8,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_94ff169eee1974a80fd77186d6e93852691b0c8edcbce290f8474664b0b97890/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_021ebdfc55cbd46789614d7fcdd9ebc141b7ec97d33c122b8994f3249b9e9962/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,9,0,nda-5,"[16, 19]",[19],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_94ff169eee1974a80fd77186d6e93852691b0c8edcbce290f8474664b0b97890/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_021ebdfc55cbd46789614d7fcdd9ebc141b7ec97d33c122b8994f3249b9e9962/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_9_r0_s2200.json
qwen3.8-2.4t-a95b-fp8,10,1,nda-13,"[47, 51]",[51],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_964001012d3d782ef5126f804c228bd9fa091be869ea21a81172e54573f03b5a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_21715727515bb24dc86cc595da6e8408bc4e29e38c03081d2fc8fcb583621276/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,10,1,nda-20,"[83, 84, 85, 86]","[83, 84, 85]",9,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_964001012d3d782ef5126f804c228bd9fa091be869ea21a81172e54573f03b5a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_21715727515bb24dc86cc595da6e8408bc4e29e38c03081d2fc8fcb583621276/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,10,1,nda-4,"[43, 45]",[45],4,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_964001012d3d782ef5126f804c228bd9fa091be869ea21a81172e54573f03b5a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_21715727515bb24dc86cc595da6e8408bc4e29e38c03081d2fc8fcb583621276/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,10,1,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_964001012d3d782ef5126f804c228bd9fa091be869ea21a81172e54573f03b5a/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_10_r1_s2201.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_21715727515bb24dc86cc595da6e8408bc4e29e38c03081d2fc8fcb583621276/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_10_r1_s2201.json
qwen3.8-2.4t-a95b-fp8,8,0,nda-4,"[31, 33]",[33],2,1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9e5190312e05248bd89ce9fff4f630cbb547b864a057e38c2f53c6fa8101bb33/result/qwen3.8-2.4t-a95b-fp8_cost_free/traces-v2/evidence_audit_cc-large_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_570eedfa18b002bade03fc11a9b74ed62d05e7b80575d973d9b181d233805446/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_8_r0_s2200.json
