kind,model,system,scenario,slice_kind,slice,metric,unit,N,from_regime,to_regime,from_strategy,to_strategy,from_mean,to_mean,delta,display_delta,status,from_expected_units,from_known_units,from_missing_units,to_expected_units,to_known_units,to_missing_units,cohort_from,cohort_to,source_from,source_to,source_row_from,source_row_to
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.8431372549019608,0.7058823529411765,-0.13725490196078427,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1191,1193,1195]","[1081,1083,1085]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.7058823529411765,-0.2941176470588235,-29.41,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[764,766,768]","[1081,1083,1085]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,label_acc,fraction,1,cost_free,cost_moderate,single,single,0.9607843137254902,0.9411764705882353,-0.019607843137254943,-1.96,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[765,767,769]","[1192,1194,1196]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9411764705882353,0.9019607843137255,-0.039215686274509776,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1192,1194,1196]","[1082,1084,1086]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,label_acc,fraction,1,cost_free,cost_tight,single,single,0.9607843137254902,0.9019607843137255,-0.05882352941176472,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[765,767,769]","[1082,1084,1086]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,0.8431372549019608,0.5882352941176471,-0.2549019607843137,-25.49,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[534,536,538]","[1151,1153,1155]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.5882352941176471,0.5098039215686274,-0.07843137254901966,-7.84,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1151,1153,1155]","[878,880,882]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,evidence_acc,fraction,1,cost_free,cost_tight,single,single,0.8431372549019608,0.5098039215686274,-0.33333333333333337,-33.33,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[534,536,538]","[878,880,882]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,label_acc,fraction,1,cost_free,cost_moderate,single,single,0.9215686274509803,0.8627450980392156,-0.05882352941176472,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[535,537,539]","[1152,1154,1156]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.8627450980392156,0.9215686274509803,0.05882352941176472,+5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1152,1154,1156]","[879,881,883]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,label_acc,fraction,1,cost_free,cost_tight,single,single,0.9215686274509803,0.9215686274509803,0.0,+0.00,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[535,537,539]","[879,881,883]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.6666666666666667,-0.33333333333333326,-33.33,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[399,401,403]","[625,627,629]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.6666666666666667,0.5490196078431373,-0.11764705882352944,-11.76,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[625,627,629]","[600,602,604]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.5490196078431373,-0.4509803921568627,-45.10,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[399,401,403]","[600,602,604]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,label_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9607843137254902,-0.039215686274509776,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[400,402,404]","[626,628,630]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9607843137254902,0.9215686274509803,-0.03921568627450989,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[626,628,630]","[601,603,605]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,label_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.9215686274509803,-0.07843137254901966,-7.84,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[400,402,404]","[601,603,605]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,0.9803921568627451,0.8823529411764706,-0.0980392156862745,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[167,169,171]","[35,37,39]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.8823529411764706,0.6666666666666666,-0.21568627450980393,-21.57,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[35,37,39]","[540,542,544]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,evidence_acc,fraction,1,cost_free,cost_tight,single,single,0.9803921568627451,0.6666666666666666,-0.3137254901960784,-31.37,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[167,169,171]","[540,542,544]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,label_acc,fraction,1,cost_free,cost_moderate,single,single,0.9803921568627451,0.9215686274509803,-0.05882352941176472,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[168,170,172]","[36,38,40]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9215686274509803,0.8823529411764706,-0.039215686274509776,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[36,38,40]","[541,543,545]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,label_acc,fraction,1,cost_free,cost_tight,single,single,0.9803921568627451,0.8823529411764706,-0.0980392156862745,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[168,170,172]","[541,543,545]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,0.9803921568627451,0.9019607843137255,-0.07843137254901955,-7.84,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[206,208,210]","[1112,1114,1116]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9019607843137255,0.8431372549019608,-0.05882352941176472,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1112,1114,1116]","[845,847,849]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,evidence_acc,fraction,1,cost_free,cost_tight,single,single,0.9803921568627451,0.8431372549019608,-0.13725490196078427,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[206,208,210]","[845,847,849]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,label_acc,fraction,1,cost_free,cost_moderate,single,single,0.9803921568627451,0.9019607843137255,-0.07843137254901955,-7.84,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[207,209,211]","[1113,1115,1117]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9019607843137255,0.8235294117647058,-0.07843137254901966,-7.84,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1113,1115,1117]","[846,848,850]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,label_acc,fraction,1,cost_free,cost_tight,single,single,0.9803921568627451,0.8235294117647058,-0.1568627450980392,-15.69,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[207,209,211]","[846,848,850]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,1.0,0.0,+0.00,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[956,958,960]","[377,379,381]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,1.0,0.8039215686274509,-0.1960784313725491,-19.61,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[377,379,381]","[492,494,496]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.8039215686274509,-0.1960784313725491,-19.61,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[956,958,960]","[492,494,496]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,label_acc,fraction,1,cost_free,cost_moderate,single,single,0.9411764705882353,0.9411764705882353,0.0,+0.00,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[957,959,961]","[378,380,382]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9411764705882353,0.8039215686274509,-0.13725490196078438,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[378,380,382]","[493,495,497]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,label_acc,fraction,1,cost_free,cost_tight,single,single,0.9411764705882353,0.8039215686274509,-0.13725490196078438,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[957,959,961]","[493,495,497]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.8627450980392156,-0.13725490196078438,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[226,228,230]","[608,610,612]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.8627450980392156,0.7450980392156863,-0.11764705882352933,-11.76,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[608,610,612]","[805,807,809]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.7450980392156863,-0.2549019607843137,-25.49,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[226,228,230]","[805,807,809]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,label_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9215686274509803,-0.07843137254901966,-7.84,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[227,229,231]","[609,611,613]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9215686274509803,0.9019607843137255,-0.019607843137254832,-1.96,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[609,611,613]","[806,808,810]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,label_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.9019607843137255,-0.0980392156862745,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[227,229,231]","[806,808,810]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9803921568627451,-0.019607843137254943,-1.96,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[888,890,892]","[25,27,29]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9803921568627451,0.8627450980392156,-0.11764705882352944,-11.76,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[25,27,29]","[1126,1128,1130]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.8627450980392156,-0.13725490196078438,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[888,890,892]","[1126,1128,1130]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,label_acc,fraction,1,cost_free,cost_moderate,single,single,0.9215686274509803,0.9019607843137255,-0.019607843137254832,-1.96,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[889,891,893]","[26,28,30]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9019607843137255,0.8039215686274509,-0.0980392156862746,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[26,28,30]","[1127,1129,1131]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,label_acc,fraction,1,cost_free,cost_tight,single,single,0.9215686274509803,0.8039215686274509,-0.11764705882352944,-11.76,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[889,891,893]","[1127,1129,1131]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9019607843137255,-0.0980392156862745,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1323,1325,1327]","[311,313,315]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9019607843137255,0.7647058823529412,-0.13725490196078427,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[311,313,315]","[1068,1070,1072]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.7647058823529412,-0.23529411764705876,-23.53,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1323,1325,1327]","[1068,1070,1072]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,label_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9803921568627451,-0.019607843137254943,-1.96,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1324,1326,1328]","[312,314,316]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9803921568627451,0.9411764705882353,-0.039215686274509776,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[312,314,316]","[1069,1071,1073]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,label_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[1324,1326,1328]","[1069,1071,1073]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.8823529411764706,-0.11764705882352944,-11.76,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[136,138,140]","[85,87,89]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.8823529411764706,0.7843137254901961,-0.0980392156862745,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[85,87,89]","[108,110,112]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.7843137254901961,-0.21568627450980393,-21.57,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[136,138,140]","[108,110,112]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,label_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9019607843137255,-0.0980392156862745,-9.80,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[137,139,141]","[86,88,90]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9019607843137255,0.8627450980392156,-0.03921568627450989,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[86,88,90]","[109,111,113]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,label_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.8627450980392156,-0.13725490196078438,-13.73,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[137,139,141]","[109,111,113]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.8039215686274509,-0.1960784313725491,-19.61,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[431,433,435]","[963,965,967]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,evidence_acc,fraction,1,cost_moderate,cost_tight,single,single,0.8039215686274509,0.7450980392156863,-0.05882352941176461,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[963,965,967]","[479,481,483]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,evidence_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.7450980392156863,-0.2549019607843137,-25.49,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[431,433,435]","[479,481,483]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,label_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.9803921568627451,-0.019607843137254943,-1.96,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[432,434,436]","[964,966,968]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,label_acc,fraction,1,cost_moderate,cost_tight,single,single,0.9803921568627451,0.9411764705882353,-0.039215686274509776,-3.92,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[964,966,968]","[480,482,484]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,label_acc,fraction,1,cost_free,cost_tight,single,single,1.0,0.9411764705882353,-0.05882352941176472,-5.88,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[432,434,436]","[480,482,484]"
budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:9,evidence_acc,fraction,1,cost_free,cost_moderate,single,single,1.0,0.8431372549019608,-0.1568627450980392,-15.69,known,3,3,0,3,3,0,gemini_snapshot,gemini_snapshot,gemini_metrics,gemini_metrics,"[340,342,344]","[1054,1056,1058]"
